brand,title,price,review_title,review_text,review_rating,review_date,overall_rating
Apple,Apple iPhone 13 (128GB) - Midnight,479,A step ahead of the game.,"Before we start, apologies for the long review, but I hope it's useful! This is a resubmission of my previous review, as for some reason it has disappeared from Amazon….So another year and another iPhone has launched. Now, I have to admit I didn't intend to buy this year, having had the 12 until now. However having my phone stolen, it had to be replaced.This years range is a mild revision over last year but that, in this case, is a good thing! So let’s break it down.Design:This years design borrows a lot from last years, and I think that’s a positive! Now, I know it’s subjective, but one of the things I like about the angular shaping of the 12 & 13 is that they feel less inclined to slip out of your hand. They feel well weighted, light but not excessively so and the anodised aluminium frame feels great in the hand. They also have the benefit of being more durable than previous models due to stronger glass, but it’s always suggested to use a screen protector.As a side note to the design, if you are looking at the 12 cases and wonder if they will fit, I’m afraid to say that they won’t. The camera hump is a slightly different size and has been moved on the back. Just something to be aware of before your new device comes.Performance:This is a area that I can’t say much about, but that’s not a negative. Apple devices, for better and worse, are always faster, smoother and more fluid than their android counterparts. I still have my first gen iPhone SE in the drawer, which I kept as a back up. It’s still snappy, quick and capable of keeping up with the pace of use, even today, so I expect this device to be no different. Scrolling and app opening/closing is buttery smooth, memory is more than adequate and overall it’s a good showing.Battery life:This is one of the areas where the 13 family really takes the lead above it’s previous iterations. Compared to my 12, I am getting at least 20% more screen on time per charge, which is very impressive. In addition, charging time appears to have dropped slightly over last years model, hitting 100% from zero about 10 percent faster than last year.Cameras:Once again, this is a small improvement, but considering the performance ability of the 12’s camera array, we are onto another winner. The main sensor now contains an improved optical image stabilisation system, which now stabilises the whole image sensor and not just the lens. This benefits the user greatly in night shots and if you’re a little shaky when holding the device. The wide angle lens is also a couple of degrees wider than last year. The image processor pulls out more image noise than the 12 too. A solid result.Warranty, support and repairs:One area that stands ahead of most is in the availability of support and repairs. All Apple stores have the ability to complete basic repairs in store, with more complicated ones done off site, can offer software support on site and can even arrange exchanges and replacements. If your phone develops a fault that’s covered under warranty, pop into store and they can sort it out. AppleCare takes this a step further. Say you crack your screen and you have AppleCare…..book a slot at your local store, pay a small excess of £29 (correct at time of writing) and they will replace your screen while you wait. If it can’t be repaired, a new device will be given to you. No other manufacturer offers this level of personal support without sending your phone off for repair, especially if you want it to be done by an official repair centre.Value and competition:I am not someone who buys one brand blindly, rather I choose to select each model by its own merits. Android or Apple, I’m open to all. However, at the 13’s price point, I think it’s far better than it’s main competition, which is the Samsung Galaxy S22. It has stronger battery life, better performance, a more premium build, less lenses but better image quality and overall just takes the crown for the middle to upper middle range for the year. I’m very impressed and hope to keep this one for a few years until something really opens my eyes or turns my head.So there’s a touch into the key areas of the iPhone 13. I hope this was useful to you. Take care and enjoy your summer!
",5,16-Jul-22,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,Absolute bargain,"Used the XS Max not long after it launched, and can say without hesitation at if you have a 11 or older this phone is a massive upgrade.Definitely get the higher storage. It’s just a plus, went for the 256gb & this phone has literally last me full days with 5-8 hours of daily usage with about 15-23% battery left. Not using power mode yet, and usually not n medium-to-low brightness as well & it still gets through using apps like snap,insta, drive, maps & others. Even playing games like Diablo immortal & Simpsons tapped out.Camera is an absolute must, although in-doors it seems to lack to older models. It really relies on more light even in basic settings.Sound, screen, pixels, everything is gorgeous. The size is noticeable if you come from any pro or max, but for the price, reliability, and quality it isn’t that bad.
",5,28-Mar-24,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,Forget worries about battery life or weird online reviews,"I bought this on EMI payments as my old iPhone 5S recently packed up whilst I was involved in the purchase of a house. I needed to spread the cost but also have the full facility of a phone without having to negotiate credit cards, which I didn't want to get into, or pay massive upfront costs. For sixty quid a month (plus my tiny GiffGaff sim) I have a new phone, which will be all paid in a year. I also got 2T of iCould storage and an external generic hard drive for my old Mac around the same time for about 25 quid. This meant I could 'start again' with my Mac, and the endless photos from my travels could be stored safely while I save up for a new Macbook. Meanwhile, this phone has double the storage of my old Macbook. Unlike my old phone, it can perform admin tasks when I'm in quiet moments at work, such as applying for jobs. I'm not meaning to explain phones, it's just that for me new tech isn't renewed that often and I had to justify the expense to myself. This phone has already proved itself over the last month. The camera is much better than my old phone, but not quite as flashy as the most recent iPhone. I couldn't justify an extra 300 quid for a camera, regardless of my professional art needs, that wouldn't really meet my landscape photography needs. You still can't fit a mirror inside an iPhone in order to make it perform as well as an SLR. it's jus tnot physically possible yet to lose that terrible over-size foreground emphasis you get inmost smartphone pics. But for reference photos, portrait photography with friends, and general snaps this camera is good. I have an SLR I will use for landscapes instead, and may upgrade. The joy of a new phone is being able to listen to all the music you couldn't store on the old one, being able to perform complex functions a less powerful phone can't deal with, and also being able to indulge all your interests/needs in one place without worrying about space. I prioritised my phone upgrade before my Macbook upgrade for precisely this reason. If you have to choose between which one to upgrade, I'd go with the phone as you can always get cables to link your phone to a projector or tv screen if you're a student or trying to cut costs in the current economy. I'm amazed at how much I can watch on my unlimited data plan - the only risk is becoming a bit of an internet-addict too quickly. I love a new app called Metronaut too, so useful for musicians, and it's a relief to be able to indule my passions wihtout fear of freeze or collapse. Whenever I have had problems with this, it just requires a switch-off/switch-on - it's usually as I've had too much activity on my phone (for like, hours) or I just haven't closed pages. I""m impressed with the low-light picture-taking too - I can instantly update photos to Insta even in difficult light conditions. It means a better-documented moment-to-moment sense of of the World, and memories get stored, isntead of lost in storage collapse and frustration.
",5,11-Jun-23,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,Great phone,"After many years of amazing service my old Apple phone die (RIP) so replaced with the iPhone 13. Great little phone SO easy to set up and working so well.
",5,8-Apr-24,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,A great purchase,"I had never used an iPhone before, and because my work is such that my phone gets rained on a lot, everyone suggested this phone to me. I was skeptical before I got it, but now I'm glad I bought it. Because it is resistant to rain. Its battery life is excellent, it has a better price than the other phones in its line. Great to work with. The screen resolution is excellent. Overall, I think it's great.
",5,5-Mar-24,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,A great Iphone,"This is my second iPhone 13 I was going to get iPhone 15 but it’s not a big enough jump in technology  . This is a great iPhone . Just be aware of the glass back . Get a strong shockproof case as the rear glass does. Break easily ..
",4,7-Jan-24,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,Perfect,"This is an iPhone. It is easy to use and looks great!
",5,28-Mar-24,4.7
Apple,Apple iPhone 13 (128GB) - Midnight,479,iPhone 13,"Happy with my new iPhone.  Sturdy and good quality mobile.
",5,30-Apr-24,4.7
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,Apple quality and photography,"Very cool product as expected despite a steep price. For a long term tool, this iPhone is fantastic. Great display, graphics and photography. Was a reward to myself after keeping my previous SE model for 4 years
",5,26-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,Great camera,"I love I phones and this was a upgrade from I phone 11 ,
",5,28-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,Amazing Apple,"Just what you would expect from the new iPhone. Great camera, great battery, great phone. The new chip has definitely speeded it up.
",5,7-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,The USB C is a god send,"Love the new iphone, had a iphone 13 pro max before and the battery was great, the battery aint too good compared to that now however i still get a day out of it
",5,19-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,The camera is spot on,"You can blur out as seen above or bring in focus,In Portrait mode.The battery doesn’t last as long as my 13 pro but I’m happy with the finish you must get a case though.
",4,5-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,iPhone 15 pro,"Arrived on time and very secure delivery. Have small hands which is why I chose the pro version. Extremely easy to set up, even for me!  Love the bigger screen , upgraded from SE2020  Lovely not to have to recharge twice a day. Much bigger screen which is what I wanted. Only downside, the colour choice.  Can’t stand the pastels and didn’t really like the others but needed a new ph so went for the blue and covered it with a case.
",5,6-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,Love it!,"I love the iOS and dynamic island!
",5,30-Apr-24,4.5
Apple,Apple iPhone 15 Pro (128 GB) - Blue Titanium,869,Amazon Warehouse - no AppleCare!,"Very frustrating. No AppleCare because it’s sold by Amazon Warehouse. Just be wary. Has to be sold by dispatcged by Amazon to qualify as new. This was a ‘second hand’ sale that appeared new. Very deceptive.
",1,26-Apr-24,4.5
Apple,Apple iPhone 14 (128 GB) - Midnight,579,A Stellar Upgrade with Remarkable Features,"The Apple iPhone 14 (128 GB) in Midnight color is an absolute gem of a smartphone that takes user experience to new heights. With its impressive specifications and cutting-edge technology, this device delivers on every front, making it a worthwhile investment for tech enthusiasts and Apple loyalists alike.The standout feature of the iPhone 14 is its stunning 6.1-inch Super Retina XDR display. The vibrant colors, sharp details, and exceptional brightness levels make every image and video pop with lifelike clarity. Whether you're browsing through photos, watching videos, or playing games, the display offers an immersive visual experience that's hard to match.The 128 GB storage capacity ensures that you have ample space to store all your files, apps, and media without worrying about running out of memory. For users with higher storage needs, there are also options available with 256 GB and 512 GB capacities.One of the key strengths of the iPhone 14 is its industry-leading durability features. The device boasts Ceramic Shield protection on the front, ensuring enhanced durability and protection against accidental drops and scratches. Additionally, it is water and dust resistant, with an IP68 rating, allowing you to use it worry-free in various environments.Under the hood, the iPhone 14 is powered by the A15 Bionic chip with a 5-core GPU, delivering lightning-fast performance and seamless multitasking capabilities. Whether you're navigating through apps, editing photos, or playing graphics-intensive games, this device handles it all with ease, offering a smooth and responsive user experience.The advanced camera system of the iPhone 14 takes photography to new heights. The dual-camera setup, with a 12MP main and 12MP ultrawide lens, captures stunning photos with excellent detail, depth, and dynamic range. The Portrait mode, Depth Control, and Portrait Lighting features allow you to achieve professional-looking photos with ease. The device also supports 4K Dolby Vision HDR video recording up to 60 fps, ensuring your videos are crisp, vibrant, and cinematic.Battery life is always a concern for smartphone users, but the iPhone 14 excels in this aspect as well. With all-day battery life and up to 20 hours of video playback, you can confidently use your device throughout the day without worrying about running out of power. Additionally, the fast-charging capability ensures that you can quickly charge your phone, reaching up to 50% in just around 30 minutes with a compatible adapter.The iPhone 14 runs on the latest iOS 16 operating system, providing a seamless and intuitive user interface. With regular software updates and access to the extensive App Store, you can always stay up-to-date with the latest features and have access to a wide range of applications for every need.Pros:  Stunning 6.1-inch Super Retina XDR display for a visually captivating experience.  Ample storage capacity (128 GB) to accommodate all your files and media.  Industry-leading durability features with Ceramic Shield and water resistance.  Lightning-fast performance powered by the A15 Bionic chip.  Advanced camera system for capturing stunning photos and videos.  All-day battery life and fast-charging capability for uninterrupted usage.  Latest iOS 16 operating system with regular updates and access to the App Store.Cons:  Pricey compared to some other smartphones on the market.  Some users have reported minor software glitches.In conclusion, the Apple iPhone 14 (128 GB) in Midnight color is a remarkable smartphone that excels in every aspect. From its captivating display and powerful performance to its advanced camera system and long-lasting battery, this device offers a truly exceptional user experience. While it may come at a premium price, the features and quality it delivers make it well worth the investment for those seeking a top-of-the-line smartphone.
",5,8-Jul-23,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,So far so good,"Fairly easy to migrate my apps from android to this iPhone 14, still had to install and faff about with my banking apps but no big deal.Had to re set up authenticator apps again which took a little time but then again you would expect that going from one OS to another.As I signed in to this phone with a different email I initially lost my iTunes link but after some investigating all you need to do is click settings, your name, and click on media & purchases and change the email / password in that to the same one as you use for iTunes and next time you open the iTunes app your songs etc should be on there.Anyway, onto the phone itself.Screen is a bit smaller than I am used to but not by much, phone feels quality and apps work speedily compared to my old android.What I like about the iPhone OS is that it is simple and quick to navigate and with face recognition there are no issues with greasy thumbs / fingers not being read and again quick to open.Battery life is good, but it still needs to be charged at the end of the day with the way I use it.Charging takes a little longer than my old phone but not too much of an issue.Camera although not as powerful as my old one actually takes clearer / sharper images.Overall quite happy with this
",5,25-Apr-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,Fast delivery,"The delivery was very fast and the price was very good. Apart from this, iPhone is an IPhone. Reliability is everything and that is what everyone is getting with this phone.
",5,22-Mar-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,Great deal,"Another great deal from the amazon warehouse. In total £190 off Apple list price for an 'as new' phone. Not sure why it was returned to the warehouse but looks brand new, no scratches, 100% battery. Only the little bit of paperwork with the SIM pin was missing but I have loads of those anyway from previous phones.Another great deal from Amazon
",5,19-Mar-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,Best iPhone I’ve had,"Fantastic phone, fantastic phone!!!Exceptionally simple, nearly trivial method to switch from an old iPhone device to this. Excellent work
",5,8-Mar-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,As expected,"I have always been an iPhone user and will not change probably so I will be biased.I don't see much difference between 13 and 14 to be honest from user's point of view but, in general, I am happy with it.
",4,2-Feb-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,Fantastic,"Wonderful price, delivery and product
",5,22-Apr-24,4.7
Apple,Apple iPhone 14 (128 GB) - Midnight,579,Very happy,"Waited a while as I was having double with my old phone to get this one.decent price when I bought it, received quickly and following the standard set up I was back on the air.Good phone, plenty of memory. Very happy with it
",5,11-Mar-24,4.7
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,"Great phone, Great seller, 5* service","My son had this phone for his birthday, and he is very happy with it. Great condition, battery life seems good so far and sellers communication was brilliant, promptly responding to my questions. This is my first time purchasing a refurbished phone but would definetly consider one for myself in future. I think you have better peace of mind purchasing via amazon with the 12 month warranty included as apposed to risking buying 2nd hand else where
",5,15-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Great Purchase and Fast Delivery,"Ordered an IPhone 11, absolutely fantastic quality and totally as per description.  Purchase was prepared for delivery immediately and came as expected.  First Class seller.  Thanks again and will recommend you to my colleagues 😀
",5,29-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Brilliant condition,"Brought this dir my sons bday coming up he is going to be Iver the moon
",4,29-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Stunning,"I’ve purchased 2 recycled iPhone 1 4 years ago and a present for me last week, the iPhone 11 I bought is stunning no marks on it and battery power of 95% and it’s recycle older phones at a price I can afford there is no way I can buy a brand new 1 I can’t justify the price of a new 1, this way I get an iPhone 11 perfect in every way thankyou so much when I upgrade in afew years time I’d definitely buy another off you
",5,6-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Scratches on screen and battery will not hold any charge,"Scratches on phone screen and battery not holding charge. Seller reusing to replace/refund, just said to charge and leave for 48 hours-funnily enough that didn’t work either. AVIOD. This was a present for my daughters birthday and she was so upset. Now £200 out of pocket, also face recognition wouldn’t work.
",1,28-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Renewed iPhone 11,"This phone was delivered next day with Royal Mail. It works perfectly, no problems at all. Big savings on the cost of a new one. Great!!
",5,4-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Good quality,"The product was in good shape. Battery health was 99% and it had no scratches. I’m very impressed and it arrived before the estimated time. It’s worth the price
",5,1-Apr-24,4.3
Apple,"Apple iPhone 11, 64GB, Black - (Renewed)",186,Excellent service and quality,"The iPhone 11 was a replacement phone for my father, I was a little hesitant to purchase online but took the gamble.  I’m very impressed with the quality of the phone, not a mark on it, battery at 100% life, free screen saver thrown in.  Couldn’t fault it 👍
",5,13-Apr-24,4.3
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Efficient refund,"Phone arrived promptly but contactless and name drop not working so returned phone and received refund within a day. Faultless service
",5,5-Jan-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Works well great price,"i was scared by the low reviews complaining about everything not working and so on but when i got the phone everything worked perfectly. great price and great phone!
",5,16-Jan-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Better than expected,"Better than I expected in all aspects
",5,2-May-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Very poor,"I returned my phone as it wasn’t working. I used their package label and it went missing en route. Amazon ended up refunding me about a month after I sent the phone back and the seller wouldn’t.
",1,2-Apr-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Work perfectly,"Worked perfectly and as it should. Some slight blemishes on the case but otherwise excellent.
",4,2-Mar-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Excellent condition,"This iPhone was in excellent condition just a slight mark on the back but my cover hides it and it wasn’t that bad all in working order and I can say highly satisfied also delivery was next day very happy with it
",5,24-Dec-23,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,Described - “As new”,"….and that is an accurate description. Unmarked and super clean and delivered on time by the suppliers. Nice packaging + charger and removal tool. Excellent service and highly recommended.
",5,7-Jan-24,4.2
Apple,"Apple iPhone 13, 128GB, Midnight - (Renewed)",345,iPhone 13,"The product came on time and was in excellent condition as described before purchase.I was completely happy even the postman was a nice guy!
",5,8-Mar-24,4.2
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,The sweet spot in the current lineup,"Finally rid of the notch and lightning connection. The reason I purchased this.Nicely boxed with tamper sealingComplete with a Braided usb-c lead accessory which is cool.Has the usual sim pin included in the UK.I wish the telecoms market would get their act together on eSIM.Colour, I had intended to get boring black but I chose a pastel Matt Green with the glossy apple logo to the rear. Chosen more due to the fact that the other colours had sold out but I actually like it now I’ve got it and its colour is concealed in my OtterBox Strada case anyway.On opening, the first thing you will notice is how lightweight the phone is and in my position only weighed down by the case weight.You will notice the dual cameras are very pronounced and the phone doesn’t lay flat on a surface.My case offers excellent protection for the lenses and allows it to lay flush.The iPhone has an aluminium casing with lovely rounded edges.Set up for my experience. This was the painful part.Transferring data from my iPhone 11 was not the easiest of tasks and I had to take an update to the fifteen before it would initiate the transfer process.However Once completed my new phone was near identical in appearance and usability apart from one or two apps that required setting up again.The Home Screen is large, bright and colourful is blessed with something called the Dynamic island which alters its size and shape dependent on the app that requires it.This is a great feature introduced to recent Apple phones and transforms the viewing experience when watching content playback of the likes  of Prime, Netflix, Disney etc.It is finally a really enjoyable viewing experience now the dreaded notch has gone.Some have mentioned a lower refresh rate on this model compared to the Pro models but is not a noticeable problem for me.Not just watching but the Sound quality even at low volumes is brilliant particularly when watching movies.Watch Blade Runner 2049 or rather listen to it on the Apple app is a totally immersive experience even without AirPods.Officer K’s visit to the Wallace Corporation’s Earth Headquarters has great depth and echo as he exchanges dialogue with the file clerk and Luv in its large halls.iOS 17 standby mode is slightly disappointing down to the exclusivity of the pro models only having an always on display. But this is the only real disappointment of this model.The ability to plug in USB devices and exchange data or charge or receive power from other devices is a real step forward.Battery life is phenomenal. End of!Doesn’t get hot when charging and lasts ages. Unless you have got it glued to your face you can expect a couple of days between charges for average use and when the battery is new of course.I have some older wireless chargers that are struggling a bit to charge through the mag safe case with the phone attached.This hasn’t been an issue before with my other phones. I haven’t got a new type mag safe charger yet and is not really a phone issueThe camera has several new features including automatically picking out portraits without specifically switching to portrait mode.It has a up to 48 mega pixel camera and with iOS 17 can produce bokeh effect portraits.There are some brilliant video modes including a live action sports type mode.4K or HD recording and frame rate adjustment.
",5,6-Oct-23,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,Brilliant phone,"Brought iPhone 15 plus to replace a 15 pro max I managed to lose. And tbf can’t tell the difference other then the 2 camera instead of 3 but photo quality is the same side by side. Also can feel a slight difference with the 60hz refresh rate / no pro motion but is a cheaper phone. Everything else is as good as the pro max version especially now all have the island. As good as any other iPhone / phone on the market
",5,26-Apr-24,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,Good,"Beautiful, but dislike that it doesn't come with the least of accessories
",5,27-Apr-24,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,Great Quality Phone,"Got this for my wife in pink colour. We both prefer iphone plus models and camera quality is stunning. All the iOS features as usual best!
",5,28-Apr-24,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,Expensive but top quality!,"I tend to skip generations and only buy an upgrade when it is different enough to warrant the expenditure. Sure, this is expensive and may be too expensive for some. But, I would highly recommend it if you are looking for a quality upgrade to your existing phone.I've owned the 3GS, 5S, 6S Plus and XR before this and I can say that it is a huge upgrade from the XR. Looks awesome, lightening fast and is just a dream to use.I like bigger phones and this is perfect for all my media and communication needs. Speakers seem hugely upgraded and VERY loud compared to my XR and the screen just jumps out at you: vivid and clear.Overall, the best phone I've ever owned by far. Highly recommended!
",5,7-Nov-23,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,Nice phone,"Nice colour (green) which is my favourite colour. I am happy with the phone in general except this new iphone 15+ uses facial recognition as a replacement to the biometric finger print to unlock the phone. I do not like to store my facial image on the system, therefore I have to key in the pin to unlock my phone all the time, I found this very inconvenient. Battery life is average. One charge can not last for a whole day as my other android phones do.
",4,18-Nov-23,4.5
Apple,Apple iPhone 15 Plus (128 GB) - Black,769,It’s a phone.,"Reviewed in the United Kingdom on 25 March 2024Colour Name: BlackIt never ceases to amaze me what these things can do and I’m probably lucky if I use about five per cent of what it is capable of, I’m of an age when I can remember you had to push button A to make a call or push button B to get your pennies back therefore I think these things work by magic, and although I don’t understand them I think they’re wonderful.
",5,10-Apr-24,4.5
